claim_type,requested_amount,evidence_available,evidence_count,previous_refund_count,previous_refund_amount,account_age_days,previous_support_decisions,previous_support_approvals,previous_support_evidence_requests,previous_support_escalations,time_since_previous_request_hours,support_decision,episode_id,customer_id,sequence_number,timestamp,request_id,order_id,claim_text,evidence_types,reason_code,approved_amount,requires_followup,previous_support_denials
SHORTAGE_CLAIM,4530.7,True,1,4,7019.74,1279,4,0,4,0,11.383333333333333,APPROVE,EPISODE_00241,CUSTOMER_0241,5,2026-01-30 04:15:00,POLICY_REQUEST_0002405,ORDER_001288,Customer reports a shortage_claim.,delivery_photo,ELIGIBLE,4530.7,False,0
SHORTAGE_CLAIM,6120.59,False,0,4,7019.74,1279,5,1,4,0,5.216666666666667,REQUEST_EVIDENCE,EPISODE_00241,CUSTOMER_0241,6,2026-01-30 09:28:00,POLICY_REQUEST_0002406,ORDER_001287,Customer reports a shortage_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
NON_DELIVERY_CLAIM,8512.88,True,1,4,7019.74,1279,6,1,5,0,23.583333333333332,ESCALATE,EPISODE_00241,CUSTOMER_0241,7,2026-01-31 09:03:00,POLICY_REQUEST_0002407,ORDER_001287,Customer reports a non_delivery_claim.,delivery_evidence,HIGH_VALUE_CASE,0.0,True,0
SHORTAGE_CLAIM,6666.86,False,0,4,7019.74,1279,7,1,5,1,14.283333333333333,REQUEST_EVIDENCE,EPISODE_00241,CUSTOMER_0241,8,2026-01-31 23:20:00,POLICY_REQUEST_0002408,ORDER_001287,Customer reports a shortage_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
SHORTAGE_CLAIM,2443.46,True,1,4,7019.74,1279,8,1,6,1,15.433333333333334,APPROVE,EPISODE_00241,CUSTOMER_0241,9,2026-02-01 14:46:00,POLICY_REQUEST_0002409,ORDER_001287,Customer reports a shortage_claim.,delivery_photo,ELIGIBLE,2443.46,False,0
NON_DELIVERY_CLAIM,2235.97,False,0,4,7019.74,1279,9,2,6,1,14.9,REQUEST_EVIDENCE,EPISODE_00241,CUSTOMER_0241,10,2026-02-02 05:40:00,POLICY_REQUEST_0002410,ORDER_001287,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,0
SHORTAGE_CLAIM,4460.54,False,0,2,943.51,207,0,0,0,0,999.0,REQUEST_EVIDENCE,EPISODE_00242,CUSTOMER_0242,1,2026-01-13 20:19:00,POLICY_REQUEST_0002411,ORDER_001291,Customer reports a shortage_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
SHORTAGE_CLAIM,1501.59,False,0,2,943.51,207,1,0,1,0,54.016666666666666,REQUEST_EVIDENCE,EPISODE_00242,CUSTOMER_0242,2,2026-01-16 02:20:00,POLICY_REQUEST_0002412,ORDER_001289,Customer reports a shortage_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
NON_DELIVERY_CLAIM,1769.03,True,1,2,943.51,207,2,0,2,0,19.666666666666668,APPROVE,EPISODE_00242,CUSTOMER_0242,3,2026-01-16 22:00:00,POLICY_REQUEST_0002413,ORDER_001292,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,1769.03,False,0
SUBSTITUTED_RETURN_CLAIM,1954.32,True,1,2,943.51,207,3,1,2,0,39.4,APPROVE,EPISODE_00242,CUSTOMER_0242,4,2026-01-18 13:24:00,POLICY_REQUEST_0002414,ORDER_001290,Customer reports a substituted_return_claim.,return_receipt,ELIGIBLE,1954.32,False,0
WRONG_ITEM_CLAIM,1565.73,True,1,2,943.51,207,4,2,2,0,18.916666666666668,APPROVE,EPISODE_00242,CUSTOMER_0242,5,2026-01-19 08:19:00,POLICY_REQUEST_0002415,ORDER_001292,Customer reports a wrong_item_claim.,package_photo,ELIGIBLE,1565.73,False,0
SHORTAGE_CLAIM,3276.59,True,1,2,943.51,207,5,3,2,0,93.2,DENY,EPISODE_00242,CUSTOMER_0242,6,2026-01-23 05:31:00,POLICY_REQUEST_0002416,ORDER_001292,Customer reports a shortage_claim.,delivery_photo,ORDER_CONTRADICTION,0.0,False,0
NON_DELIVERY_CLAIM,2302.85,False,0,2,943.51,207,6,3,2,0,15.966666666666667,REQUEST_EVIDENCE,EPISODE_00242,CUSTOMER_0242,7,2026-01-23 21:29:00,POLICY_REQUEST_0002417,ORDER_001289,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,1
SUBSTITUTED_RETURN_CLAIM,3115.55,True,1,2,943.51,207,7,3,3,0,3.466666666666667,APPROVE,EPISODE_00242,CUSTOMER_0242,8,2026-01-24 00:57:00,POLICY_REQUEST_0002418,ORDER_001289,Customer reports a substituted_return_claim.,return_receipt,ELIGIBLE,3115.55,False,1
SUBSTITUTED_RETURN_CLAIM,8623.06,True,1,2,943.51,207,8,4,3,0,19.566666666666666,ESCALATE,EPISODE_00242,CUSTOMER_0242,9,2026-01-24 20:31:00,POLICY_REQUEST_0002419,ORDER_001290,Customer reports a substituted_return_claim.,return_receipt,HIGH_VALUE_CASE,0.0,True,1
SUBSTITUTED_RETURN_CLAIM,2477.78,False,0,2,943.51,207,9,4,3,1,20.0,REQUEST_EVIDENCE,EPISODE_00242,CUSTOMER_0242,10,2026-01-25 16:31:00,POLICY_REQUEST_0002420,ORDER_001290,Customer reports a substituted_return_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,1
WRONG_ITEM_CLAIM,3206.81,False,0,1,1975.22,316,0,0,0,0,999.0,REQUEST_EVIDENCE,EPISODE_00243,CUSTOMER_0243,1,2026-01-12 19:32:00,POLICY_REQUEST_0002421,ORDER_001298,Customer reports a wrong_item_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
SHORTAGE_CLAIM,3206.81,True,1,1,1975.22,316,1,0,1,0,71.21666666666667,DENY,EPISODE_00243,CUSTOMER_0243,2,2026-01-15 18:45:00,POLICY_REQUEST_0002422,ORDER_001298,Customer reports a shortage_claim.,delivery_photo,ORDER_CONTRADICTION,0.0,False,0
SUBSTITUTED_RETURN_CLAIM,5502.84,True,1,1,1975.22,316,2,0,1,0,256.35,ESCALATE,EPISODE_00243,CUSTOMER_0243,3,2026-01-26 11:06:00,POLICY_REQUEST_0002423,ORDER_001295,Customer reports a substituted_return_claim.,return_receipt,HIGH_VALUE_CASE,0.0,True,1
WRONG_ITEM_CLAIM,3081.9,True,1,1,1975.22,316,3,0,1,1,15.366666666666667,APPROVE,EPISODE_00243,CUSTOMER_0243,4,2026-01-27 02:28:00,POLICY_REQUEST_0002424,ORDER_001301,Customer reports a wrong_item_claim.,package_photo,ELIGIBLE,3081.9,False,1
WRONG_ITEM_CLAIM,4916.74,False,0,1,1975.22,316,4,1,1,1,20.55,REQUEST_EVIDENCE,EPISODE_00243,CUSTOMER_0243,5,2026-01-27 23:01:00,POLICY_REQUEST_0002425,ORDER_001297,Customer reports a wrong_item_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,1
SUBSTITUTED_RETURN_CLAIM,1915.65,False,0,1,1975.22,316,5,1,2,1,5.0,REQUEST_EVIDENCE,EPISODE_00243,CUSTOMER_0243,6,2026-01-28 04:01:00,POLICY_REQUEST_0002426,ORDER_001294,Customer reports a substituted_return_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,1
NON_DELIVERY_CLAIM,1780.23,True,1,1,1975.22,316,6,1,3,1,15.35,APPROVE,EPISODE_00243,CUSTOMER_0243,7,2026-01-28 19:22:00,POLICY_REQUEST_0002427,ORDER_001294,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,1780.23,False,1
WRONG_ITEM_CLAIM,1499.38,False,0,1,1975.22,316,7,2,3,1,1.15,REQUEST_EVIDENCE,EPISODE_00243,CUSTOMER_0243,8,2026-01-28 20:31:00,POLICY_REQUEST_0002428,ORDER_001301,Customer reports a wrong_item_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,1
SHORTAGE_CLAIM,1143.68,False,0,1,1975.22,316,8,2,4,1,12.166666666666666,REQUEST_EVIDENCE,EPISODE_00243,CUSTOMER_0243,9,2026-01-29 08:41:00,POLICY_REQUEST_0002429,ORDER_001293,Customer reports a shortage_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,1
NON_DELIVERY_CLAIM,5668.43,False,0,1,1975.22,316,9,2,5,1,16.533333333333335,REQUEST_EVIDENCE,EPISODE_00243,CUSTOMER_0243,10,2026-01-30 01:13:00,POLICY_REQUEST_0002430,ORDER_001299,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,1
WRONG_ITEM_CLAIM,104.04,True,1,0,2351.4,647,0,0,0,0,999.0,APPROVE,EPISODE_00244,CUSTOMER_0244,1,2026-01-04 00:33:00,POLICY_REQUEST_0002431,ORDER_001304,Customer reports a wrong_item_claim.,package_photo,ELIGIBLE,104.04,False,0
WRONG_ITEM_CLAIM,2217.08,False,0,0,2351.4,647,1,1,0,0,106.58333333333333,REQUEST_EVIDENCE,EPISODE_00244,CUSTOMER_0244,2,2026-01-08 11:08:00,POLICY_REQUEST_0002432,ORDER_001310,Customer reports a wrong_item_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
SUBSTITUTED_RETURN_CLAIM,718.83,True,1,0,2351.4,647,2,1,1,0,22.383333333333333,APPROVE,EPISODE_00244,CUSTOMER_0244,3,2026-01-09 09:31:00,POLICY_REQUEST_0002433,ORDER_001303,Customer reports a substituted_return_claim.,return_receipt,ELIGIBLE,718.83,False,0
SHORTAGE_CLAIM,2832.28,False,0,0,2351.4,647,3,2,1,0,16.316666666666666,DENY,EPISODE_00244,CUSTOMER_0244,4,2026-01-10 01:50:00,POLICY_REQUEST_0002434,ORDER_001302,Customer reports a shortage_claim.,,ORDER_CONTRADICTION,0.0,False,0
SHORTAGE_CLAIM,649.34,True,1,0,2351.4,647,4,2,1,0,344.95,DENY,EPISODE_00244,CUSTOMER_0244,5,2026-01-24 10:47:00,POLICY_REQUEST_0002435,ORDER_001303,Customer reports a shortage_claim.,delivery_photo,ORDER_CONTRADICTION,0.0,False,1
SUBSTITUTED_RETURN_CLAIM,695.66,False,0,0,2351.4,647,5,2,1,0,2.9166666666666665,REQUEST_EVIDENCE,EPISODE_00244,CUSTOMER_0244,6,2026-01-24 13:42:00,POLICY_REQUEST_0002436,ORDER_001305,Customer reports a substituted_return_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,2
NON_DELIVERY_CLAIM,4789.21,False,0,0,2351.4,647,6,2,2,0,22.8,REQUEST_EVIDENCE,EPISODE_00244,CUSTOMER_0244,7,2026-01-25 12:30:00,POLICY_REQUEST_0002437,ORDER_001308,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,2
NON_DELIVERY_CLAIM,391.77,True,1,0,2351.4,647,7,2,3,0,19.866666666666667,APPROVE,EPISODE_00244,CUSTOMER_0244,8,2026-01-26 08:22:00,POLICY_REQUEST_0002438,ORDER_001303,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,391.77,False,2
SUBSTITUTED_RETURN_CLAIM,4162.4,True,1,0,2351.4,647,8,3,3,0,4.983333333333333,APPROVE,EPISODE_00244,CUSTOMER_0244,9,2026-01-26 13:21:00,POLICY_REQUEST_0002439,ORDER_001310,Customer reports a substituted_return_claim.,return_receipt,ELIGIBLE,4162.4,False,2
NON_DELIVERY_CLAIM,2125.76,True,1,0,2351.4,647,9,4,3,0,18.066666666666666,APPROVE,EPISODE_00244,CUSTOMER_0244,10,2026-01-27 07:25:00,POLICY_REQUEST_0002440,ORDER_001306,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,2125.76,False,2
SUBSTITUTED_RETURN_CLAIM,2310.94,False,0,2,2801.77,520,0,0,0,0,999.0,REQUEST_EVIDENCE,EPISODE_00245,CUSTOMER_0245,1,2026-01-03 15:57:00,POLICY_REQUEST_0002441,ORDER_001312,Customer reports a substituted_return_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
SHORTAGE_CLAIM,1832.29,False,0,2,2801.77,520,1,0,1,0,52.86666666666667,DENY,EPISODE_00245,CUSTOMER_0245,2,2026-01-05 20:49:00,POLICY_REQUEST_0002442,ORDER_001317,Customer reports a shortage_claim.,,ORDER_CONTRADICTION,0.0,False,0
SUBSTITUTED_RETURN_CLAIM,650.86,False,0,2,2801.77,520,2,0,1,0,573.4,REQUEST_EVIDENCE,EPISODE_00245,CUSTOMER_0245,3,2026-01-29 18:13:00,POLICY_REQUEST_0002443,ORDER_001316,Customer reports a substituted_return_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,1
NON_DELIVERY_CLAIM,2371.36,False,0,2,2801.77,520,3,0,2,0,2.55,REQUEST_EVIDENCE,EPISODE_00245,CUSTOMER_0245,4,2026-01-29 20:46:00,POLICY_REQUEST_0002444,ORDER_001314,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,1
NON_DELIVERY_CLAIM,3752.13,True,1,2,2801.77,520,4,0,3,0,19.2,APPROVE,EPISODE_00245,CUSTOMER_0245,5,2026-01-30 15:58:00,POLICY_REQUEST_0002445,ORDER_001314,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,3752.13,False,1
NON_DELIVERY_CLAIM,3562.54,True,1,2,2801.77,520,5,1,3,0,11.35,APPROVE,EPISODE_00245,CUSTOMER_0245,6,2026-01-31 03:19:00,POLICY_REQUEST_0002446,ORDER_001312,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,3562.54,False,1
WRONG_ITEM_CLAIM,1905.89,True,1,2,2801.77,520,6,2,3,0,11.783333333333333,APPROVE,EPISODE_00245,CUSTOMER_0245,7,2026-01-31 15:06:00,POLICY_REQUEST_0002447,ORDER_001317,Customer reports a wrong_item_claim.,package_photo,ELIGIBLE,1905.89,False,1
SHORTAGE_CLAIM,7928.25,True,1,2,2801.77,520,7,3,3,0,12.783333333333333,ESCALATE,EPISODE_00245,CUSTOMER_0245,8,2026-02-01 03:53:00,POLICY_REQUEST_0002448,ORDER_001313,Customer reports a shortage_claim.,delivery_photo,HIGH_VALUE_CASE,0.0,True,1
NON_DELIVERY_CLAIM,1884.69,True,1,2,2801.77,520,8,3,3,1,19.766666666666666,APPROVE,EPISODE_00245,CUSTOMER_0245,9,2026-02-01 23:39:00,POLICY_REQUEST_0002449,ORDER_001314,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,1884.69,False,1
SHORTAGE_CLAIM,6544.67,False,0,2,2801.77,520,9,4,3,1,1.95,REQUEST_EVIDENCE,EPISODE_00245,CUSTOMER_0245,10,2026-02-02 01:36:00,POLICY_REQUEST_0002450,ORDER_001312,Customer reports a shortage_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,1
NON_DELIVERY_CLAIM,527.07,False,0,2,2311.1,300,0,0,0,0,999.0,REQUEST_EVIDENCE,EPISODE_00246,CUSTOMER_0246,1,2026-01-08 12:05:00,POLICY_REQUEST_0002451,ORDER_001319,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,0
SUBSTITUTED_RETURN_CLAIM,3045.03,True,1,2,2311.1,300,1,0,1,0,333.06666666666666,APPROVE,EPISODE_00246,CUSTOMER_0246,2,2026-01-22 09:09:00,POLICY_REQUEST_0002452,ORDER_001318,Customer reports a substituted_return_claim.,return_receipt,ELIGIBLE,3045.03,False,0
SUBSTITUTED_RETURN_CLAIM,2983.32,True,1,2,2311.1,300,2,1,1,0,1.3,APPROVE,EPISODE_00246,CUSTOMER_0246,3,2026-01-22 10:27:00,POLICY_REQUEST_0002453,ORDER_001319,Customer reports a substituted_return_claim.,return_receipt,ELIGIBLE,2983.32,False,0
NON_DELIVERY_CLAIM,2317.57,False,0,2,2311.1,300,3,2,1,0,199.28333333333333,REQUEST_EVIDENCE,EPISODE_00246,CUSTOMER_0246,4,2026-01-30 17:44:00,POLICY_REQUEST_0002454,ORDER_001319,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,0
WRONG_ITEM_CLAIM,1902.99,False,0,2,2311.1,300,4,2,2,0,11.2,REQUEST_EVIDENCE,EPISODE_00246,CUSTOMER_0246,5,2026-01-31 04:56:00,POLICY_REQUEST_0002455,ORDER_001320,Customer reports a wrong_item_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
NON_DELIVERY_CLAIM,526.94,False,0,2,2311.1,300,5,2,3,0,2.216666666666667,REQUEST_EVIDENCE,EPISODE_00246,CUSTOMER_0246,6,2026-01-31 07:09:00,POLICY_REQUEST_0002456,ORDER_001320,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,0
NON_DELIVERY_CLAIM,1714.6,False,0,2,2311.1,300,6,2,4,0,12.333333333333334,REQUEST_EVIDENCE,EPISODE_00246,CUSTOMER_0246,7,2026-01-31 19:29:00,POLICY_REQUEST_0002457,ORDER_001318,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,0
NON_DELIVERY_CLAIM,1018.67,True,1,2,2311.1,300,7,2,5,0,17.3,APPROVE,EPISODE_00246,CUSTOMER_0246,8,2026-02-01 12:47:00,POLICY_REQUEST_0002458,ORDER_001320,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,1018.67,False,0
SUBSTITUTED_RETURN_CLAIM,3357.52,False,0,2,2311.1,300,8,3,5,0,12.566666666666666,REQUEST_EVIDENCE,EPISODE_00246,CUSTOMER_0246,9,2026-02-02 01:21:00,POLICY_REQUEST_0002459,ORDER_001318,Customer reports a substituted_return_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
NON_DELIVERY_CLAIM,1901.81,False,0,2,2311.1,300,9,3,6,0,0.8166666666666667,REQUEST_EVIDENCE,EPISODE_00246,CUSTOMER_0246,10,2026-02-02 02:10:00,POLICY_REQUEST_0002460,ORDER_001320,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,0
NON_DELIVERY_CLAIM,2272.86,False,0,0,1885.71,64,0,0,0,0,999.0,REQUEST_EVIDENCE,EPISODE_00247,CUSTOMER_0247,1,2026-01-01 15:44:00,POLICY_REQUEST_0002461,ORDER_001324,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,0
SHORTAGE_CLAIM,1848.21,False,0,0,1885.71,64,1,0,1,0,23.716666666666665,REQUEST_EVIDENCE,EPISODE_00247,CUSTOMER_0247,2,2026-01-02 15:27:00,POLICY_REQUEST_0002462,ORDER_001325,Customer reports a shortage_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
NON_DELIVERY_CLAIM,1571.28,False,0,0,1885.71,64,2,0,2,0,469.51666666666665,REQUEST_EVIDENCE,EPISODE_00247,CUSTOMER_0247,3,2026-01-22 04:58:00,POLICY_REQUEST_0002463,ORDER_001325,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,0
NON_DELIVERY_CLAIM,769.3,False,0,0,1885.71,64,3,0,3,0,84.0,REQUEST_EVIDENCE,EPISODE_00247,CUSTOMER_0247,4,2026-01-25 16:58:00,POLICY_REQUEST_0002464,ORDER_001322,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,0
NON_DELIVERY_CLAIM,1367.55,False,0,0,1885.71,64,4,0,4,0,14.4,REQUEST_EVIDENCE,EPISODE_00247,CUSTOMER_0247,5,2026-01-26 07:22:00,POLICY_REQUEST_0002465,ORDER_001326,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,0
SHORTAGE_CLAIM,5622.61,False,0,0,1885.71,64,5,0,5,0,114.68333333333334,REQUEST_EVIDENCE,EPISODE_00247,CUSTOMER_0247,6,2026-01-31 02:03:00,POLICY_REQUEST_0002466,ORDER_001324,Customer reports a shortage_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
SUBSTITUTED_RETURN_CLAIM,2810.74,True,1,0,1885.71,64,6,0,6,0,8.733333333333333,APPROVE,EPISODE_00247,CUSTOMER_0247,7,2026-01-31 10:47:00,POLICY_REQUEST_0002467,ORDER_001325,Customer reports a substituted_return_claim.,return_receipt,ELIGIBLE,2810.74,False,0
NON_DELIVERY_CLAIM,4066.67,False,0,0,1885.71,64,7,1,6,0,20.316666666666666,REQUEST_EVIDENCE,EPISODE_00247,CUSTOMER_0247,8,2026-02-01 07:06:00,POLICY_REQUEST_0002468,ORDER_001324,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,0
NON_DELIVERY_CLAIM,109.75,False,0,0,1885.71,64,8,1,7,0,5.85,REQUEST_EVIDENCE,EPISODE_00247,CUSTOMER_0247,9,2026-02-01 12:57:00,POLICY_REQUEST_0002469,ORDER_001326,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,0
NON_DELIVERY_CLAIM,344.74,False,0,0,1885.71,64,9,1,8,0,17.333333333333332,REQUEST_EVIDENCE,EPISODE_00247,CUSTOMER_0247,10,2026-02-02 06:17:00,POLICY_REQUEST_0002470,ORDER_001323,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,0
SUBSTITUTED_RETURN_CLAIM,1574.05,True,1,0,929.72,1056,0,0,0,0,999.0,APPROVE,EPISODE_00248,CUSTOMER_0248,1,2026-01-13 14:18:00,POLICY_REQUEST_0002471,ORDER_001331,Customer reports a substituted_return_claim.,return_receipt,ELIGIBLE,1574.05,False,0
SUBSTITUTED_RETURN_CLAIM,1314.83,True,1,0,929.72,1056,1,1,0,0,192.4,APPROVE,EPISODE_00248,CUSTOMER_0248,2,2026-01-21 14:42:00,POLICY_REQUEST_0002472,ORDER_001329,Customer reports a substituted_return_claim.,return_receipt,ELIGIBLE,1314.83,False,0
WRONG_ITEM_CLAIM,1831.03,False,0,0,929.72,1056,2,2,0,0,1.5833333333333333,REQUEST_EVIDENCE,EPISODE_00248,CUSTOMER_0248,3,2026-01-21 16:17:00,POLICY_REQUEST_0002473,ORDER_001330,Customer reports a wrong_item_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
SUBSTITUTED_RETURN_CLAIM,1744.29,False,0,0,929.72,1056,3,2,1,0,14.616666666666667,REQUEST_EVIDENCE,EPISODE_00248,CUSTOMER_0248,4,2026-01-22 06:54:00,POLICY_REQUEST_0002474,ORDER_001328,Customer reports a substituted_return_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
NON_DELIVERY_CLAIM,825.86,False,0,0,929.72,1056,4,2,2,0,173.18333333333334,REQUEST_EVIDENCE,EPISODE_00248,CUSTOMER_0248,5,2026-01-29 12:05:00,POLICY_REQUEST_0002475,ORDER_001336,Customer reports a non_delivery_claim.,,DELIVERY_CONTRADICTION,0.0,True,0
SUBSTITUTED_RETURN_CLAIM,976.1,False,0,0,929.72,1056,5,2,3,0,23.65,REQUEST_EVIDENCE,EPISODE_00248,CUSTOMER_0248,6,2026-01-30 11:44:00,POLICY_REQUEST_0002476,ORDER_001334,Customer reports a substituted_return_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
SUBSTITUTED_RETURN_CLAIM,4665.16,True,1,0,929.72,1056,6,2,4,0,19.8,APPROVE,EPISODE_00248,CUSTOMER_0248,7,2026-01-31 07:32:00,POLICY_REQUEST_0002477,ORDER_001333,Customer reports a substituted_return_claim.,return_receipt,ELIGIBLE,4665.16,False,0
SHORTAGE_CLAIM,5195.09,False,0,0,929.72,1056,7,3,4,0,6.216666666666667,DENY,EPISODE_00248,CUSTOMER_0248,8,2026-01-31 13:45:00,POLICY_REQUEST_0002478,ORDER_001330,Customer reports a shortage_claim.,,ORDER_CONTRADICTION,0.0,False,0
SHORTAGE_CLAIM,695.77,False,0,0,929.72,1056,8,3,4,0,0.7833333333333333,REQUEST_EVIDENCE,EPISODE_00248,CUSTOMER_0248,9,2026-01-31 14:32:00,POLICY_REQUEST_0002479,ORDER_001334,Customer reports a shortage_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,1
SUBSTITUTED_RETURN_CLAIM,2020.66,True,1,0,929.72,1056,9,3,5,0,16.3,APPROVE,EPISODE_00248,CUSTOMER_0248,10,2026-02-01 06:50:00,POLICY_REQUEST_0002480,ORDER_001330,Customer reports a substituted_return_claim.,return_receipt,ELIGIBLE,2020.66,False,1
WRONG_ITEM_CLAIM,5024.73,False,0,1,2189.88,1077,0,0,0,0,999.0,REQUEST_EVIDENCE,EPISODE_00249,CUSTOMER_0249,1,2026-01-26 20:53:00,POLICY_REQUEST_0002481,ORDER_001337,Customer reports a wrong_item_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
WRONG_ITEM_CLAIM,1067.15,False,0,1,2189.88,1077,1,0,1,0,22.583333333333332,REQUEST_EVIDENCE,EPISODE_00249,CUSTOMER_0249,2,2026-01-27 19:28:00,POLICY_REQUEST_0002482,ORDER_001337,Customer reports a wrong_item_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
WRONG_ITEM_CLAIM,2406.9,False,0,1,2189.88,1077,2,0,2,0,20.05,REQUEST_EVIDENCE,EPISODE_00249,CUSTOMER_0249,3,2026-01-28 15:31:00,POLICY_REQUEST_0002483,ORDER_001339,Customer reports a wrong_item_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
SHORTAGE_CLAIM,902.51,True,1,1,2189.88,1077,3,0,3,0,15.4,APPROVE,EPISODE_00249,CUSTOMER_0249,4,2026-01-29 06:55:00,POLICY_REQUEST_0002484,ORDER_001338,Customer reports a shortage_claim.,delivery_photo,ELIGIBLE,902.51,False,0
NON_DELIVERY_CLAIM,2916.85,True,1,1,2189.88,1077,4,1,3,0,11.166666666666666,APPROVE,EPISODE_00249,CUSTOMER_0249,5,2026-01-29 18:05:00,POLICY_REQUEST_0002485,ORDER_001337,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,2916.85,False,0
SUBSTITUTED_RETURN_CLAIM,6746.39,True,1,1,2189.88,1077,5,2,3,0,18.133333333333333,ESCALATE,EPISODE_00249,CUSTOMER_0249,6,2026-01-30 12:13:00,POLICY_REQUEST_0002486,ORDER_001339,Customer reports a substituted_return_claim.,return_receipt,HIGH_VALUE_CASE,0.0,True,0
SHORTAGE_CLAIM,2549.26,True,1,1,2189.88,1077,6,2,3,1,7.866666666666666,APPROVE,EPISODE_00249,CUSTOMER_0249,7,2026-01-30 20:05:00,POLICY_REQUEST_0002487,ORDER_001337,Customer reports a shortage_claim.,delivery_photo,ELIGIBLE,2549.26,False,0
SUBSTITUTED_RETURN_CLAIM,4748.43,False,0,1,2189.88,1077,7,3,3,1,17.866666666666667,REQUEST_EVIDENCE,EPISODE_00249,CUSTOMER_0249,8,2026-01-31 13:57:00,POLICY_REQUEST_0002488,ORDER_001337,Customer reports a substituted_return_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
NON_DELIVERY_CLAIM,3321.05,True,1,1,2189.88,1077,8,3,4,1,16.766666666666666,APPROVE,EPISODE_00249,CUSTOMER_0249,9,2026-02-01 06:43:00,POLICY_REQUEST_0002489,ORDER_001338,Customer reports a non_delivery_claim.,delivery_evidence,ELIGIBLE,3321.05,False,0
SHORTAGE_CLAIM,2919.91,False,0,1,2189.88,1077,9,4,4,1,4.85,REQUEST_EVIDENCE,EPISODE_00249,CUSTOMER_0249,10,2026-02-01 11:34:00,POLICY_REQUEST_0002490,ORDER_001337,Customer reports a shortage_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
WRONG_ITEM_CLAIM,458.52,False,0,0,2225.08,518,0,0,0,0,999.0,REQUEST_EVIDENCE,EPISODE_00250,CUSTOMER_0250,1,2026-01-09 17:31:00,POLICY_REQUEST_0002491,ORDER_001343,Customer reports a wrong_item_claim.,,INSUFFICIENT_EVIDENCE,0.0,True,0
