claim_type,requested_amount,evidence_available,evidence_count,previous_refund_count,previous_refund_amount,account_age_days,previous_support_decisions,previous_support_approvals,previous_support_evidence_requests,previous_support_escalations,time_since_previous_request_hours,support_decision
SUBSTITUTED_RETURN_CLAIM,131.75,False,0,2,1400.45,357,0,0,0,0,999.0,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,2420.9,True,1,0,796.87,782,0,0,0,0,999.0,APPROVE
NON_DELIVERY_CLAIM,5928.74,False,0,1,588.3,1459,1,0,0,1,6.366667968888889,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,4698.06,False,0,0,544.22,1450,0,0,0,0,999.0,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,3628.41,False,0,1,1877.38,740,3,1,2,0,3.5166674019444444,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,1637.43,False,0,1,4996.81,774,0,0,0,0,999.0,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,161.59,True,1,0,1491.82,858,2,0,1,1,1.866667075,APPROVE
WRONG_ITEM_CLAIM,1434.17,True,1,2,6452.83,511,0,0,0,0,999.0,APPROVE
NON_DELIVERY_CLAIM,1439.56,True,1,0,1976.67,1159,0,0,0,0,999.0,APPROVE
NON_DELIVERY_CLAIM,2354.33,True,1,0,2536.55,1403,0,0,0,0,999.0,APPROVE
WRONG_ITEM_CLAIM,4123.99,False,0,0,1605.3,651,0,0,0,0,999.0,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,683.36,True,1,0,939.81,724,1,0,1,0,11.700002346944444,APPROVE
WRONG_ITEM_CLAIM,7356.7,False,0,0,2449.48,683,0,0,0,0,999.0,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,841.07,True,1,1,1724.72,1223,0,0,0,0,999.0,APPROVE
NON_DELIVERY_CLAIM,2062.14,False,0,0,2700.73,951,2,0,1,0,0.6000001302777778,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,752.88,True,1,0,2721.73,1144,0,0,0,0,999.0,APPROVE
SUBSTITUTED_RETURN_CLAIM,1759.77,True,1,4,2326.22,652,0,0,0,0,999.0,APPROVE
NON_DELIVERY_CLAIM,1519.84,False,0,0,1169.95,1219,0,0,0,0,999.0,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,1855.11,True,1,0,1065.42,998,1,1,0,0,12.683335879444446,APPROVE
SHORTAGE_CLAIM,6224.9,True,1,0,853.61,40,0,0,0,0,999.0,ESCALATE
WRONG_ITEM_CLAIM,728.83,True,1,0,2908.72,367,0,0,0,0,999.0,APPROVE
SHORTAGE_CLAIM,3969.12,True,1,1,2779.82,185,0,0,0,0,999.0,APPROVE
NON_DELIVERY_CLAIM,1321.82,True,1,1,2521.92,1435,1,1,0,0,8.116668313888889,APPROVE
NON_DELIVERY_CLAIM,3316.34,True,1,0,1106.94,827,2,2,0,0,2.5833338855555557,APPROVE
WRONG_ITEM_CLAIM,242.96,False,0,1,1194.39,1018,1,0,1,0,10.450002104166668,REQUEST_EVIDENCE
SHORTAGE_CLAIM,4499.27,False,0,0,2379.17,258,1,0,1,0,9.683335286388889,DENY
SUBSTITUTED_RETURN_CLAIM,327.7,True,1,1,143.41,1142,0,0,0,0,999.0,APPROVE
SHORTAGE_CLAIM,2118.1,False,0,0,238.21,41,2,2,0,0,7.016668097777778,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,4257.81,True,1,1,2480.47,1082,0,0,0,0,999.0,APPROVE
WRONG_ITEM_CLAIM,5927.86,False,0,1,2342.92,672,1,0,1,0,13.350002678055555,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,749.34,True,1,0,2838.78,159,1,0,0,0,9.150001846944445,APPROVE
WRONG_ITEM_CLAIM,1727.05,True,1,1,2673.83,1413,2,1,1,0,9.533335255833334,APPROVE
NON_DELIVERY_CLAIM,1981.65,False,0,0,2908.72,367,1,1,0,0,0.20000004,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,1865.78,True,1,1,5708.94,1446,0,0,0,0,999.0,APPROVE
SHORTAGE_CLAIM,2664.25,False,0,3,1830.43,803,0,0,0,0,999.0,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,163.68,True,1,2,6873.23,1296,1,1,0,0,7.783334915277778,APPROVE
NON_DELIVERY_CLAIM,3852.76,True,1,3,5874.63,743,0,0,0,0,999.0,APPROVE
SHORTAGE_CLAIM,2750.27,True,1,0,1013.16,1347,3,0,2,1,2.1833338083333333,DENY
SUBSTITUTED_RETURN_CLAIM,4510.19,True,1,2,1011.35,518,0,0,0,0,999.0,APPROVE
WRONG_ITEM_CLAIM,1579.21,False,0,1,4623.76,328,0,0,0,0,999.0,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,2148.46,True,1,0,1756.34,141,1,1,0,0,1.5000003397222224,APPROVE
SHORTAGE_CLAIM,4590.13,False,0,0,2351.37,1127,0,0,0,0,999.0,DENY
SUBSTITUTED_RETURN_CLAIM,2200.47,True,1,1,2934.07,678,1,1,0,0,13.266669330277779,APPROVE
SHORTAGE_CLAIM,2714.22,False,0,0,319.65,198,1,1,0,0,3.9333341558333332,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,1625.04,True,1,0,1067.43,1249,1,0,0,0,7.050001441388889,APPROVE
WRONG_ITEM_CLAIM,838.35,True,1,0,2914.88,611,2,2,0,0,1.766667061111111,APPROVE
SUBSTITUTED_RETURN_CLAIM,2285.73,True,1,0,2270.36,1044,0,0,0,0,999.0,APPROVE
SHORTAGE_CLAIM,1580.22,False,0,3,4119.67,1296,1,0,0,1,3.6000007577777775,DENY
SUBSTITUTED_RETURN_CLAIM,599.51,False,0,1,2089.06,889,0,0,0,0,999.0,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,400.2,False,0,0,827.89,809,1,1,0,0,12.316669140833334,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,1075.98,False,0,0,202.09,1191,1,1,0,0,13.16666931111111,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,6464.54,True,1,2,2252.07,119,0,0,0,0,999.0,ESCALATE
WRONG_ITEM_CLAIM,1928.89,False,0,1,2355.25,1260,0,0,0,0,999.0,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,538.09,False,0,1,71.73,430,0,0,0,0,999.0,REQUEST_EVIDENCE
SHORTAGE_CLAIM,1270.11,True,1,0,2579.12,1380,2,0,0,1,7.116668122777778,DENY
NON_DELIVERY_CLAIM,333.05,False,0,0,2234.12,962,1,1,0,0,11.733335693611112,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,429.61,False,0,2,1826.62,1154,1,1,0,0,13.616669403055557,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,3461.13,True,1,0,2881.03,120,2,1,1,0,9.116668513055556,APPROVE
SHORTAGE_CLAIM,2144.57,False,0,1,2865.15,647,1,1,0,0,10.033335358611112,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,2481.68,True,1,1,2411.9,437,0,0,0,0,999.0,APPROVE
WRONG_ITEM_CLAIM,3477.32,True,1,1,5708.94,1446,1,1,0,0,0.4500000925,APPROVE
NON_DELIVERY_CLAIM,2477.98,True,1,0,780.67,1333,1,1,0,0,1.3333336094444443,APPROVE
SUBSTITUTED_RETURN_CLAIM,3299.89,True,1,2,6719.24,1251,1,1,0,0,1.2000002452777776,APPROVE
SUBSTITUTED_RETURN_CLAIM,1966.64,False,0,0,113.18,210,1,0,1,0,12.150002442222222,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,2319.42,True,1,0,1662.95,146,2,0,1,0,11.316668945555556,APPROVE
SUBSTITUTED_RETURN_CLAIM,2015.83,True,1,0,2228.78,828,0,0,0,0,999.0,APPROVE
WRONG_ITEM_CLAIM,2221.0,True,1,0,1747.11,1494,4,2,1,1,2.733333918888889,APPROVE
WRONG_ITEM_CLAIM,2090.88,True,1,0,2353.32,1166,0,0,0,0,999.0,APPROVE
SHORTAGE_CLAIM,2442.27,False,0,0,277.44,112,0,0,0,0,999.0,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,1090.19,True,1,1,1539.71,289,2,0,2,0,5.616667823888888,APPROVE
SHORTAGE_CLAIM,3004.97,True,1,0,827.89,809,2,1,1,0,0.3500000688888889,DENY
NON_DELIVERY_CLAIM,630.95,False,0,4,4223.44,239,1,1,0,0,12.26666913138889,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,490.04,False,0,1,2512.43,879,0,0,0,0,999.0,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,2294.25,False,0,4,6658.13,1181,1,0,1,0,9.683335289999999,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,412.46,False,0,0,1284.32,507,0,0,0,0,999.0,REQUEST_EVIDENCE
SHORTAGE_CLAIM,2118.24,False,0,2,3034.03,43,1,1,0,0,4.650000965833333,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,2194.09,False,0,0,707.99,1080,0,0,0,0,999.0,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,6459.86,True,1,0,1570.07,1016,1,1,0,0,6.683334704166667,ESCALATE
NON_DELIVERY_CLAIM,7806.2,True,1,0,1390.28,525,1,0,1,0,14.533336254722222,ESCALATE
WRONG_ITEM_CLAIM,3350.1,True,1,1,2491.35,423,1,0,1,0,11.1333355775,APPROVE
SUBSTITUTED_RETURN_CLAIM,2376.31,True,1,4,4223.44,239,2,1,1,0,0.15000003055555555,APPROVE
SUBSTITUTED_RETURN_CLAIM,3420.67,True,1,1,1714.11,445,0,0,0,0,999.0,APPROVE
WRONG_ITEM_CLAIM,7562.14,True,1,0,1879.39,512,3,2,0,1,3.216667349166667,ESCALATE
SUBSTITUTED_RETURN_CLAIM,5000.14,False,0,1,2282.33,625,0,0,0,0,999.0,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,1506.57,False,0,0,956.15,1213,0,0,0,0,999.0,REQUEST_EVIDENCE
SHORTAGE_CLAIM,2099.47,False,0,0,2445.65,674,1,0,1,0,9.966668679722222,DENY
SUBSTITUTED_RETURN_CLAIM,1384.09,True,1,1,1546.15,967,0,0,0,0,999.0,APPROVE
WRONG_ITEM_CLAIM,4231.27,True,1,0,1285.52,632,0,0,0,0,999.0,APPROVE
SUBSTITUTED_RETURN_CLAIM,6763.89,False,0,0,1015.64,1316,0,0,0,0,999.0,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,986.64,False,0,0,2768.56,570,0,0,0,0,999.0,REQUEST_EVIDENCE
SHORTAGE_CLAIM,908.62,False,0,0,2655.64,110,0,0,0,0,999.0,DENY
NON_DELIVERY_CLAIM,6146.68,False,0,0,1567.0,236,1,0,1,0,11.400002295833332,REQUEST_EVIDENCE
SHORTAGE_CLAIM,5160.61,False,0,2,2257.05,1487,1,1,0,0,12.366669151944444,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,6888.49,False,0,3,3601.78,1370,3,1,2,0,5.633334494166666,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,2908.6,False,0,1,3875.66,793,3,2,1,0,5.783334523333333,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,1132.19,True,1,1,2977.46,1202,1,0,0,1,7.483334860277777,APPROVE
SHORTAGE_CLAIM,2815.35,False,0,0,1540.06,1165,0,0,0,0,999.0,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,3557.23,False,0,0,416.9,1087,1,1,0,0,14.016669481111112,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,1662.31,False,0,1,2992.1,1135,1,1,0,0,13.583336061666667,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,5069.84,False,0,1,2189.88,1077,2,2,0,0,9.316668555833335,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,1848.31,True,1,0,505.91,1330,0,0,0,0,999.0,APPROVE
NON_DELIVERY_CLAIM,1945.48,True,1,2,6873.23,1296,2,2,0,0,1.1000002194444445,APPROVE
SUBSTITUTED_RETURN_CLAIM,4628.64,False,0,1,212.1,313,1,0,0,0,14.000002810555555,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,211.3,False,0,3,5911.44,1222,0,0,0,0,999.0,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,1513.73,False,0,1,2189.88,1077,3,2,1,0,0.08333334944444445,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,1726.2,False,0,0,2625.54,355,1,1,0,0,7.383334841111111,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,3941.28,False,0,1,3068.03,1421,1,0,0,0,3.4833340675,REQUEST_EVIDENCE
SHORTAGE_CLAIM,3253.56,False,0,0,449.89,576,0,0,0,0,999.0,DENY
SHORTAGE_CLAIM,1700.7,True,1,1,2691.86,517,0,0,0,0,999.0,APPROVE
SHORTAGE_CLAIM,981.8,True,1,0,1973.49,493,1,0,1,0,4.616667625277778,DENY
SHORTAGE_CLAIM,694.22,True,1,1,2263.65,1081,3,1,2,0,2.7833339272222224,DENY
SHORTAGE_CLAIM,1984.66,False,0,2,4337.65,1462,0,0,0,0,999.0,DENY
SUBSTITUTED_RETURN_CLAIM,1635.17,False,0,0,1067.43,1249,2,1,0,0,1.1333335580555557,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,1989.93,False,0,1,730.71,217,0,0,0,0,999.0,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,2125.23,False,0,3,6966.39,1370,0,0,0,0,999.0,REQUEST_EVIDENCE
SHORTAGE_CLAIM,2378.68,False,0,0,471.02,1178,1,1,0,0,2.7166672472222224,DENY
NON_DELIVERY_CLAIM,1011.46,True,1,1,2803.3,801,0,0,0,0,999.0,APPROVE
SHORTAGE_CLAIM,4493.0,False,0,0,2732.36,324,0,0,0,0,999.0,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,3872.12,True,1,4,4072.8,817,0,0,0,0,999.0,APPROVE
WRONG_ITEM_CLAIM,3042.58,False,0,0,1918.58,306,0,0,0,0,999.0,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,6391.7,True,1,2,2631.28,1030,0,0,0,0,999.0,ESCALATE
WRONG_ITEM_CLAIM,1381.93,False,0,1,2779.56,743,0,0,0,0,999.0,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,3850.63,True,1,1,2067.93,1190,0,0,0,0,999.0,APPROVE
NON_DELIVERY_CLAIM,8355.27,True,1,0,2401.54,1378,0,0,0,0,999.0,ESCALATE
SHORTAGE_CLAIM,3456.03,True,1,1,1360.3,934,0,0,0,0,999.0,DENY
WRONG_ITEM_CLAIM,1686.19,False,0,1,2376.72,43,0,0,0,0,999.0,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,3493.03,True,1,0,1872.5,1079,0,0,0,0,999.0,APPROVE
NON_DELIVERY_CLAIM,2443.61,True,1,2,594.8,835,1,0,0,1,5.150001065833333,APPROVE
WRONG_ITEM_CLAIM,4321.18,True,1,1,182.1,175,1,1,0,0,3.4000007183333336,APPROVE
NON_DELIVERY_CLAIM,5211.53,False,0,1,413.98,879,0,0,0,0,999.0,REQUEST_EVIDENCE
SHORTAGE_CLAIM,2218.69,True,1,0,1852.69,354,2,0,2,0,2.300000463888889,APPROVE
NON_DELIVERY_CLAIM,8895.19,True,1,0,2973.26,1233,1,1,0,0,14.083336161111111,ESCALATE
SHORTAGE_CLAIM,1940.8,True,1,0,2056.77,322,1,1,0,0,13.766669429444445,APPROVE
SUBSTITUTED_RETURN_CLAIM,3491.87,False,0,0,1511.24,649,1,0,0,0,5.983334564722222,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,1763.1,False,0,2,2252.07,119,1,0,0,1,1.3833336080555556,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,2832.73,False,0,1,4742.58,360,1,0,1,0,2.8333339383333334,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,9230.15,True,1,0,2353.32,1166,1,1,0,0,1.1500002288888889,ESCALATE
SUBSTITUTED_RETURN_CLAIM,2113.13,False,0,0,1915.56,691,1,1,0,0,13.283336000555556,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,4465.33,True,1,0,1619.84,904,3,1,2,0,4.5666676158333335,APPROVE
WRONG_ITEM_CLAIM,2425.86,False,0,0,1410.41,768,1,1,0,0,6.666668032222223,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,5068.82,True,1,1,2543.95,625,0,0,0,0,999.0,ESCALATE
WRONG_ITEM_CLAIM,5449.83,True,1,0,1921.01,179,0,0,0,0,999.0,ESCALATE
WRONG_ITEM_CLAIM,546.84,True,1,1,1598.16,1087,0,0,0,0,999.0,APPROVE
SHORTAGE_CLAIM,2025.79,False,0,0,780.02,1457,0,0,0,0,999.0,DENY
SUBSTITUTED_RETURN_CLAIM,3864.48,True,1,0,354.92,559,1,1,0,0,3.01666731,APPROVE
WRONG_ITEM_CLAIM,4238.28,False,0,0,2417.82,62,1,0,0,0,12.283335807777778,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,4434.09,False,0,0,1185.43,766,1,0,0,0,6.916668085555556,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,801.68,True,1,0,367.57,737,0,0,0,0,999.0,APPROVE
SUBSTITUTED_RETURN_CLAIM,5507.1,False,0,1,828.74,997,2,0,2,0,4.650000967222223,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,3233.41,True,1,0,13.71,1280,0,0,0,0,999.0,APPROVE
SUBSTITUTED_RETURN_CLAIM,3045.96,False,0,0,2228.78,828,1,1,0,0,1.4166669491666666,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,496.97,False,0,2,1569.02,389,0,0,0,0,999.0,REQUEST_EVIDENCE
SHORTAGE_CLAIM,2438.51,True,1,3,2143.16,65,0,0,0,0,999.0,DENY
SHORTAGE_CLAIM,2143.09,False,0,0,2102.18,1434,0,0,0,0,999.0,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,696.96,False,0,0,1281.6,323,0,0,0,0,999.0,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,502.01,True,1,0,2497.88,1387,1,0,1,0,4.2500008875,APPROVE
SUBSTITUTED_RETURN_CLAIM,3816.37,False,0,0,2290.71,671,1,0,1,0,14.266669528611112,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,3503.64,True,1,1,1241.96,1185,0,0,0,0,999.0,APPROVE
SUBSTITUTED_RETURN_CLAIM,767.28,False,0,1,59.23,798,0,0,0,0,999.0,REQUEST_EVIDENCE
SHORTAGE_CLAIM,1661.07,False,0,0,348.2,958,3,2,1,0,3.0833339705555556,DENY
SUBSTITUTED_RETURN_CLAIM,4258.89,True,1,0,2477.12,848,0,0,0,0,999.0,APPROVE
NON_DELIVERY_CLAIM,1751.23,True,1,1,147.09,1367,1,1,0,0,11.116668909166666,APPROVE
SUBSTITUTED_RETURN_CLAIM,4787.82,False,0,4,4852.42,1328,0,0,0,0,999.0,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,167.77,True,1,0,82.05,1066,0,0,0,0,999.0,APPROVE
WRONG_ITEM_CLAIM,3527.39,True,1,0,1096.77,717,0,0,0,0,999.0,APPROVE
NON_DELIVERY_CLAIM,6245.79,False,0,1,1330.69,93,1,0,0,0,10.816668875833333,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,1754.42,False,0,0,1447.5,262,0,0,0,0,999.0,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,657.8,True,1,1,2066.55,393,1,1,0,0,9.566668631944445,APPROVE
SHORTAGE_CLAIM,3337.78,True,1,1,2639.85,1195,0,0,0,0,999.0,DENY
SUBSTITUTED_RETURN_CLAIM,3263.7,True,1,0,1011.09,44,0,0,0,0,999.0,APPROVE
NON_DELIVERY_CLAIM,7212.95,True,1,3,1830.43,803,1,0,1,0,2.266667143611111,ESCALATE
NON_DELIVERY_CLAIM,5656.29,True,1,0,1453.61,767,1,0,0,1,10.383335457777777,ESCALATE
WRONG_ITEM_CLAIM,4528.78,True,1,2,1151.45,648,0,0,0,0,999.0,APPROVE
NON_DELIVERY_CLAIM,978.56,True,1,0,2318.54,332,1,1,0,0,12.266669161666666,APPROVE
WRONG_ITEM_CLAIM,3851.75,False,0,0,1004.79,1297,2,1,0,1,4.316667591944444,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,2209.84,True,1,0,2655.64,110,1,0,0,0,1.4166669741666666,APPROVE
SUBSTITUTED_RETURN_CLAIM,1038.32,True,1,1,1194.39,1018,2,0,2,0,2.533333864722222,APPROVE
NON_DELIVERY_CLAIM,1134.78,False,0,0,1371.96,93,0,0,0,0,999.0,REQUEST_EVIDENCE
SHORTAGE_CLAIM,4949.87,True,1,0,1556.83,296,1,0,1,0,14.750002982777778,DENY
WRONG_ITEM_CLAIM,3979.65,True,1,0,2144.59,610,1,1,0,0,7.216668167222222,APPROVE
NON_DELIVERY_CLAIM,1518.91,False,0,0,2257.68,521,0,0,0,0,999.0,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,2468.68,True,1,0,1295.52,163,0,0,0,0,999.0,APPROVE
SHORTAGE_CLAIM,2432.34,False,0,0,1093.48,426,1,1,0,0,12.433335861666668,REQUEST_EVIDENCE
SHORTAGE_CLAIM,1645.57,True,1,1,886.05,1277,0,0,0,0,999.0,APPROVE
NON_DELIVERY_CLAIM,4037.36,False,0,1,1395.76,1224,1,0,1,0,8.866668493055556,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,4497.01,True,1,0,993.28,1018,1,1,0,0,4.8166676908333335,APPROVE
NON_DELIVERY_CLAIM,174.76,False,0,1,2405.98,303,1,0,1,0,5.2500011099999995,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,1641.56,True,1,0,1655.73,1485,0,0,0,0,999.0,APPROVE
WRONG_ITEM_CLAIM,1625.75,True,1,0,380.46,376,1,0,1,0,13.05000265,APPROVE
SHORTAGE_CLAIM,3441.17,False,0,1,3619.51,516,0,0,0,0,999.0,DENY
SHORTAGE_CLAIM,2189.68,False,0,1,1649.99,1490,0,0,0,0,999.0,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,1832.33,False,0,1,1165.41,663,2,2,0,0,6.333334659444445,REQUEST_EVIDENCE
SHORTAGE_CLAIM,1539.07,False,0,1,7706.23,1466,1,0,1,0,9.500001954722222,REQUEST_EVIDENCE
SHORTAGE_CLAIM,4080.33,True,1,1,7943.66,290,0,0,0,0,999.0,DENY
WRONG_ITEM_CLAIM,2416.71,True,1,0,2049.67,1299,0,0,0,0,999.0,APPROVE
SUBSTITUTED_RETURN_CLAIM,2901.16,True,1,1,758.61,194,2,1,1,0,7.350001528333333,APPROVE
SUBSTITUTED_RETURN_CLAIM,5119.95,True,1,1,1507.92,1297,2,1,1,0,12.166669140833335,ESCALATE
SUBSTITUTED_RETURN_CLAIM,7324.94,True,1,0,505.91,1330,1,1,0,0,1.6166670125,ESCALATE
WRONG_ITEM_CLAIM,1073.82,False,0,3,7364.62,1382,0,0,0,0,999.0,REQUEST_EVIDENCE
SHORTAGE_CLAIM,2032.75,True,1,0,2471.53,539,0,0,0,0,999.0,APPROVE
WRONG_ITEM_CLAIM,750.41,False,0,0,1921.01,179,1,0,0,1,0.9833335533333333,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,1097.01,True,1,0,2626.54,485,0,0,0,0,999.0,APPROVE
NON_DELIVERY_CLAIM,2562.25,False,0,0,1382.81,1188,0,0,0,0,999.0,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,3001.6,True,1,1,2263.65,1081,4,1,2,0,1.550000333888889,APPROVE
SHORTAGE_CLAIM,5696.16,True,1,0,2471.53,539,1,1,0,0,0.08333335,ESCALATE
SUBSTITUTED_RETURN_CLAIM,1994.3,False,0,0,2873.17,114,0,0,0,0,999.0,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,1407.91,False,0,0,1410.41,768,2,1,1,0,1.1166669133333333,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,1679.33,True,1,0,1852.69,354,3,1,2,0,1.283333612777778,APPROVE
WRONG_ITEM_CLAIM,2955.45,True,1,0,1706.0,967,2,2,0,0,5.166667760555556,APPROVE
NON_DELIVERY_CLAIM,5994.59,True,1,1,2602.43,333,0,0,0,0,999.0,ESCALATE
SHORTAGE_CLAIM,5250.24,True,1,1,256.84,324,0,0,0,0,999.0,ESCALATE
NON_DELIVERY_CLAIM,1199.82,False,0,0,1297.52,1225,3,2,1,0,13.45000272861111,REQUEST_EVIDENCE
SHORTAGE_CLAIM,2365.68,False,0,3,5920.91,866,0,0,0,0,999.0,DENY
SUBSTITUTED_RETURN_CLAIM,2211.77,True,1,0,25.26,1435,1,1,0,0,13.550002747777778,APPROVE
WRONG_ITEM_CLAIM,3575.39,False,0,2,432.23,1000,1,0,0,0,5.316667789166667,REQUEST_EVIDENCE
NON_DELIVERY_CLAIM,5732.77,False,0,2,1151.45,648,1,1,0,0,0.7166668080555555,REQUEST_EVIDENCE
SHORTAGE_CLAIM,303.74,True,1,0,1681.46,639,2,0,2,0,4.316667592777778,APPROVE
WRONG_ITEM_CLAIM,707.95,True,1,4,4223.44,239,3,2,1,0,2.283333811666667,APPROVE
SUBSTITUTED_RETURN_CLAIM,223.15,True,1,2,7640.85,706,2,0,2,0,8.650001783888888,APPROVE
SUBSTITUTED_RETURN_CLAIM,1725.74,True,1,3,4172.98,324,4,0,2,0,7.033334797222222,APPROVE
SUBSTITUTED_RETURN_CLAIM,2863.61,True,1,0,1460.9,113,1,1,0,0,13.116669330833334,APPROVE
NON_DELIVERY_CLAIM,4893.34,True,1,1,3625.21,1143,0,0,0,0,999.0,APPROVE
SHORTAGE_CLAIM,1831.24,False,0,1,1165.41,663,3,2,1,0,0.5166667691666667,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,743.16,False,0,1,402.6,1193,0,0,0,0,999.0,REQUEST_EVIDENCE
SHORTAGE_CLAIM,7164.02,True,1,1,88.07,560,0,0,0,0,999.0,DENY
NON_DELIVERY_CLAIM,6819.08,True,1,2,6452.83,511,1,1,0,0,3.633334085,ESCALATE
SUBSTITUTED_RETURN_CLAIM,4283.62,True,1,0,2228.78,828,2,1,1,0,1.2666669422222223,APPROVE
NON_DELIVERY_CLAIM,4894.02,True,1,0,2556.58,1498,0,0,0,0,999.0,APPROVE
SHORTAGE_CLAIM,2911.18,False,0,0,2914.88,611,3,3,0,0,3.050000630833333,REQUEST_EVIDENCE
SHORTAGE_CLAIM,1984.76,False,0,0,2732.36,324,1,0,1,0,1.866667063888889,DENY
NON_DELIVERY_CLAIM,1632.54,True,1,1,927.0,669,3,2,1,0,5.96666791888889,APPROVE
SHORTAGE_CLAIM,3058.73,False,0,1,604.39,145,4,1,2,0,8.033334996111112,DENY
NON_DELIVERY_CLAIM,758.52,False,0,1,417.04,186,1,1,0,0,16.083336581111112,REQUEST_EVIDENCE
SHORTAGE_CLAIM,2484.07,False,0,1,1728.85,1442,0,0,0,0,999.0,REQUEST_EVIDENCE
SUBSTITUTED_RETURN_CLAIM,2032.71,False,0,0,2655.64,110,2,1,0,0,0.9833335275,REQUEST_EVIDENCE
WRONG_ITEM_CLAIM,3266.73,True,1,2,1274.42,293,1,1,0,0,4.6833343308333335,APPROVE
NON_DELIVERY_CLAIM,299.42,True,1,0,544.22,1450,1,0,1,0,3.8833341333333333,APPROVE
NON_DELIVERY_CLAIM,8063.99,False,0,0,416.9,1087,2,1,1,0,2.33333382,REQUEST_EVIDENCE
